"Supplemental Table S0. Genome-wide Etoposide score (etoposide vs. vehicle controls) and essential score (vehicle control vs. day 0 replicates) at day 4 (early), day 12 (intermediate), and day 18 (late) using MAGeCK-RRA",,,,,,,,,,,,
Gene,Day4.Etop.Score,Day4.Etop.FDR,Day4.Ess.Score,Day4.Ess.FDR,Day12.Etop.Score,Day12.Etop.FDR,Day12.Ess.Score,Day12.Ess.FDR,Day18.Etop.Score,Day18.Etop.FDR,Day18.Ess.Score,Day18.Ess.FDR
ORMDL1,-0.673951032053259,0.993534,0.49013,0.635681,-1.45239757021432,0.952936,0.57179,0.854048,-0.580258974859349,1,0.66957,0.729575
ORMDL2,0.767613853868091,1,-0.1171,0.999976,-1.68954035634094,0.923473,0.35865,0.897163,0.532169994821024,1,0.22225,0.922261
ORMDL3,1.41086616427699,0.924185,-0.025964,0.999976,2.32455162755686,0.571822,0.50001,0.787905,2.85817410548893,0.374831,0.36602,0.774287
OS9,0.136094505406657,1,-0.078791,0.999976,-0.630598586303376,1,0.014963,1,-1.08788427092115,0.971153,-0.052367,1
OSBP,1.48835723798312,0.893523,-0.99864,0.094823,-1.01480712868096,0.984491,-2.121,0.395369,0.602685826091155,1,-2.8701,0.056204
OSBP2,0.644165504115064,1,-0.22011,0.100601,-0.676129393459491,1,0.43512,0.792012,1.54868955416217,0.895764,0.10438,0.969499
OSBPL10,-0.615359899173708,0.999892,-0.003897,0.999976,1.51950439126059,0.876841,-0.44748,0.722866,0.462659521903688,1,0.062064,1
OSBPL11,-0.915530968511924,0.983519,0.10288,0.951755,-0.708475754991934,1,0.010878,0.874873,-0.0783655389462946,1,0.54337,0.769105
OSBPL1A,1.03226486821612,1,-0.11736,0.999976,-0.171327216579265,1,0.38661,0.764359,0.668188184003258,1,0.14485,1
OSBPL2,-0.404338469101097,1,0.43462,0.732036,0.403743876897709,1,0.10902,1,-0.95868628465414,0.984832,0.049449,0.78068
OSBPL3,0.238673677578543,1,0.050074,1,0.644222928953533,1,0.16499,0.997124,1.8089404181726,0.807238,-0.061707,1
OSBPL5,-0.576655806367212,1,0.014093,0.993901,-0.808157905380894,1,0.15329,0.917786,1.09829109161241,0.973956,0.23662,0.746564
OSBPL6,0.888737486340935,1,-0.39857,0.537635,0.855612625898063,1,-0.86448,0.805716,-0.33041351277258,1,-0.5561,1
OSBPL7,0.407601153884436,1,0.12392,1,1.36268041916377,0.935238,-0.22154,1,0.621674790403928,1,-0.088446,1
OSBPL8,0.887730231582729,1,-0.089075,0.999976,2.27655253776797,0.581752,-0.20121,1,3.29578082542835,0.249152,-0.41339,1
OSBPL9,-1.34124473593539,0.944884,0.16682,1,0.40201976479938,1,0.38798,0.981518,-0.466532995115464,1,0.48527,0.954267
OSCAR,1.15096775381203,1,0.12984,1,0.345544289774637,1,-0.069397,1,-0.811183969497647,1,0.39114,0.966553
OSCP1,-0.0641704077985631,1,0.12238,1,1.43304425657171,0.901543,-0.68537,0.866175,-1.6281566446333,0.904059,0.18791,1
OSER1,1.34796650576968,0.953447,0.023396,0.900089,0.169687263307291,1,0.65592,0.802557,1.30830862430895,0.944833,0.52901,0.659659
OSGEP,3.31468829145043,0.149185,-0.42688,0.109095,-1.79201575323384,0.911651,-0.54262,0.399802,1.11875233023989,0.972098,-1.1637,0.042864
OSGEPL1,-0.125843009901244,1,0.049721,1,-0.0581805958336877,1,0.41504,0.967625,0.1395182507704,1,0.52204,0.909053
OSGIN1,-0.143948145859867,1,-0.063416,0.999976,-0.135382138344774,1,-1.9832,0.481098,-2.96701880690263,0.452493,-0.75546,0.46923
OSGIN2,0.781228244039508,1,-0.10966,0.999976,0.494131316458046,1,-0.067026,1,-0.356201999320765,1,-0.22203,1
OSM,-0.571849001255555,1,0.10699,1,2.09947447834458,0.653671,-0.82705,0.774052,-0.931368936285683,0.986752,-0.038903,1
OSMR,-0.0683031805303389,1,0.038025,0.866089,-0.675923420260514,1,0.32867,0.802557,0.449245918442384,1,0.5035,0.601073
OSR1,0.667945504891805,1,-0.36211,0.858162,1.04150300996847,0.998139,-0.30108,1,-0.684869682816398,1,0.016221,0.941447
OSR2,0.133482280061863,1,0.039864,1,1.14893743376228,0.97735,-1.0135,0.730204,-0.958804766303191,0.984832,-0.046468,1
OST4,1.2198771916245,1,-0.26765,0.968859,-1.00701814245593,0.988662,0.43945,0.789137,-0.299218428273268,1,0.51925,0.809613
OSTC,-0.384249790808615,1,-0.085795,0.999976,0.224360430121309,1,0.10595,1,-0.834696307531639,0.997852,0.34973,0.966553
OSTF1,-0.134599881820698,1,0.16372,0.862664,-0.831031353445234,1,0.42273,0.942855,0.329911932127752,1,0.12284,0.981354
OSTM1,0.620513186282726,1,-0.099258,0.999976,0.658525905973342,1,0.17973,1,0.966495827054825,1,0.19889,1
OSTN,-0.604621180177846,1,-0.1231,0.999976,-0.0902033569857255,1,0.36467,0.990996,-0.51493192570913,1,-0.30608,1
OTC,-0.223509478132373,1,0.034965,1,-1.02565874256585,0.98231,0.039777,0.920831,0.739642358363848,1,0.22683,0.780032
OTOA,-3.03533502888572,0.745675,0.15121,1,-1.28333736350767,0.953337,0.0082506,1,0.621039153229108,1,-0.15074,1
OTOF,0.701911430608618,1,-0.054084,0.999976,-0.121127923000823,1,0.035672,1,1.26808905788313,0.954665,-0.18634,1
OTOG,0.430462236588669,1,-0.0081787,0.999976,0.689412885109645,1,0.23085,0.956763,0.630487290574264,1,-0.066441,1
OTOGL,1.34725098091316,0.953447,-0.30206,0.324428,0.553633726319641,1,0.23217,0.976785,0.457025271091752,1,-0.27203,1
OTOL1,-1.94734452696047,0.869953,0.27472,0.830504,-0.87834168750193,1,0.14634,0.990621,-0.978934802797431,0.980522,-0.1752,1
OTOP1,-1.09220718664335,0.959576,-0.028154,0.999976,-1.51102647527349,0.951437,0.60921,0.478406,0.502476024296459,1,0.21673,0.887503
OTOP2,-0.703905470179877,0.990863,-0.17,0.999976,2.01241416742545,0.683563,-0.17151,1,2.39368313885989,0.565993,-0.40883,1
OTOP3,1.98581560249872,0.636194,0.053599,1,1.97856260353291,0.695504,-0.77033,1,2.05962797188756,0.676818,-0.42695,0.402885
OTOR,2.78666821929341,0.278976,0.07961,0.946613,2.02034693379507,0.683563,-0.61548,0.423305,-0.179345428719917,1,-0.15924,1
OTOS,-0.239336308860561,1,0.10826,0.96675,1.84615465991904,0.744636,-0.78821,0.701602,-0.978108126080891,0.980522,-0.061981,1
OTP,-2.59562818053472,0.792025,-0.15874,0.999976,-0.163903853756191,1,-0.043694,1,-0.479097441012479,1,-0.58004,1
OTUB1,-1.28234613695183,0.949586,-0.13643,0.999976,-0.131455478459277,1,-0.21676,1,0.204488420616362,1,-0.72003,0.442795
OTUB2,-1.43581938608426,0.944459,0.1764,0.985137,-0.181820310384376,1,-0.29367,1,-1.06539551304957,0.971275,0.18659,1
OTUD1,-0.348528147800958,1,0.22463,0.896076,0.116542986823281,1,-0.10335,1,-0.710210444393089,1,0.40279,0.828425
OTUD3,-1.78970823974628,0.88807,0.3825,0.635681,1.08399900667315,0.99453,-0.18434,1,-1.96110178788547,0.776174,0.48745,0.682872
OTUD4,-1.67323415463595,0.920719,0.67809,0.635681,1.71260141076575,0.802126,-0.18822,1,-1.35430269907947,0.943292,0.59747,0.785451
OTUD5,-1.79266190471164,0.88807,-0.24467,0.949046,-4.17659098510746,0.132151,-0.38577,1,-1.44442192722705,0.92639,-1.5652,0.001897
OTUD6A,-0.0794175665307812,1,-0.16965,0.999976,0.526513029935432,1,-0.68122,1,-0.647470185203274,1,-0.33881,1
OTUD6B,-2.5695862881074,0.792025,0.12335,0.972705,1.4747348606191,0.891054,0.13757,0.988917,1.42761638223353,0.914069,0.084469,1
OTUD7A,-0.284924698907438,1,0.35025,0.964948,-0.921144597020233,1,0.2634,0.994954,-1.94749843658622,0.776174,0.41544,0.770857
OTUD7B,-1.08191721535781,0.960816,0.17188,0.944568,0.339238841058986,1,-0.16837,1,-0.820046270368452,0.999962,0.23589,0.921158
OTULIN,-0.704015298590523,0.990863,0.044476,0.96675,0.757359202182385,1,-0.16841,1,2.26437715089884,0.635025,0.10452,1
OTX1,-1.1196266396521,0.959576,-0.010508,0.999976,-0.57433538031688,1,0.75429,0.580083,0.554115697083089,1,0.24699,0.865281
OTX2,-1.18151677405612,0.958808,-0.0073627,0.999976,0.490555523387537,1,-0.28052,1,-0.109858539935423,1,0.44077,0.792369
OVCA2,1.02947181809989,1,0.1648,0.760785,0.513597861024979,1,-0.50334,1,1.19632442635809,0.960285,0.13882,0.915369
OVCH1,-0.983384452442823,0.971682,0.080375,1,-0.738618162714254,1,0.46916,0.898965,-0.756193310255595,1,0.32613,0.908181
OVCH2,-0.817899340106051,0.99011,0.095684,1,1.20095597497058,0.965434,-0.085998,1,0.537751784645003,1,-0.088466,1
OVGP1,-1.43326797101378,0.944459,-0.16069,0.706696,-1.57636098076003,0.940887,0.72225,0.774939,-0.707876896287131,1,-0.10688,0.884582
OVOL1,0.361470809756575,1,0.15727,0.93425,0.658545690246945,1,0.22705,0.899881,1.08950366150439,0.975771,0.1777,0.767907
OVOL2,-0.658901961375951,0.995784,-0.10821,0.999976,-0.391367010509963,1,-0.14353,1,0.203432604456515,1,-0.22615,1
OVOL3,-0.753255290276159,0.990863,-0.033178,0.999976,0.204224225841264,1,0.042124,1,0.615180816048041,1,0.18396,1
OXA1L,-0.495080801930038,1,-0.4358,0.818708,-1.28637507321754,0.953337,-0.2427,1,0.122363780725737,1,-0.35936,0.483029
OXCT1,-1.14130042349639,0.959576,0.082895,1,-0.561236209582306,1,0.45412,0.961225,0.547722766873648,1,-0.0037032,1
OXCT2,1.52514296868244,0.880191,-0.17613,0.999976,-2.17902394049849,0.806192,-0.31819,1,-1.10100620920134,0.968736,-0.1099,1
OXER1,0.341788205977845,1,0.31715,0.8809,1.50027168884983,0.88658,-0.025495,1,-1.39185922595594,0.933415,0.062001,1
OXGR1,-0.599444742781094,1,-0.20368,0.999976,-2.21889116427053,0.792943,0.81712,0.709461,0.510041520575165,1,0.43893,0.821276
OXLD1,-1.16893047374748,0.959576,0.044855,1,1.68854283161897,0.814707,-0.35687,1,3.87703090560625,0.12412,-0.48246,0.859142
OXNAD1,-1.17827036069977,0.958808,0.23083,0.84996,0.914495360573502,1,0.083414,0.989409,1.25481586745765,0.956358,-0.0089684,1
OXR1,0.382297383265696,1,0.29441,0.753965,0.941422150866775,1,0.25228,0.787905,0.589644616565529,1,0.24622,0.681266
OXSM,-0.319927500240095,1,0.024695,1,1.00190638787462,1,-0.59124,0.901117,0.716517852951029,1,-1.2121,0.002262
OXSR1,1.02519826042384,1,0.034807,1,-1.08399900667315,0.980815,-0.1583,1,-0.476773958034299,1,-0.77294,0.414233
OXT,-0.401461172523412,1,0.049402,1,1.39644427137528,0.922471,-0.5083,0.683369,0.87676922330149,1,0.12441,1
OXTR,-0.136278723641404,1,-0.0098668,0.999976,0.668815733413916,1,-0.32797,1,-1.3195375714626,0.948174,0.050181,0.677173
P2RX1,-1.29261720703862,0.949586,-0.06996,0.999976,-0.137886517806353,1,-0.1714,1,1.41731179370002,0.914304,-0.55504,0.914723
P2RX2,-0.335527263056877,1,-0.14791,0.999976,-1.0830883094907,0.980815,-0.44164,1,-0.958607314841775,0.984832,-0.14561,1
P2RX3,-0.656217345330471,0.996188,0.080525,1,-0.319673553370725,1,0.16633,0.981518,-0.19714421106367,1,0.035913,1
P2RX4,-1.07136862734602,0.962784,-0.052321,0.999976,-1.43346823429679,0.953175,0.39842,0.923751,0.0779963713259652,1,0.024663,1
P2RX5,-0.0833092281331622,1,0.013098,1,-0.661742769753744,1,0.26865,0.996968,1.02411345447323,0.992655,0.27949,0.988704
P2RX6,3.39503994006065,0.13686,-0.80994,0.020894,1.49051521077606,0.890247,-1.6045,0.143824,1.24568224948438,0.957214,-1.545,0.017481
P2RX7,1.1670251094698,1,-0.075434,0.999976,-1.53187430494958,0.951214,0.67606,0.78693,0.518715064787019,1,0.18306,0.934941
P2RY1,0.619607839942973,1,-0.086286,0.999976,0.638253282024103,1,0.10426,1,0.316664729142704,1,-0.11614,1
P2RY10,-0.594892798180909,1,0.17647,0.945523,0.915674004983173,1,0.4931,0.959315,-0.799094808315008,1,0.68867,0.773045
P2RY11,-0.23881666014204,1,-0.37804,0.623897,-0.879590605443931,1,-0.27013,1,-0.732781323379882,1,-0.15406,1
P2RY12,0.96349087146727,1,-0.041122,0.999976,1.24747524253493,0.959604,-0.10519,1,-0.132084895124668,1,-0.26177,1
P2RY13,-0.384839335683444,1,-0.094904,0.999976,-2.45130355146765,0.712827,0.65822,0.85967,-0.752173977064558,1,0.54711,0.828207
P2RY14,-1.95856783531973,0.869953,0.25964,0.905018,0.422508200162775,1,0.51459,0.824911,1.1580339423389,0.961384,0.12763,1
P2RY2,0.4912414109212,1,-0.012344,0.999976,0.557159775036117,1,0.11386,1,0.696652722075418,1,-0.018812,1
P2RY4,0.203092789040593,1,-0.00075696,0.999976,-0.286509456906058,1,-0.038586,1,0.628322705191338,1,0.15702,0.97963
P2RY6,-1.32927186538614,0.948145,0.031123,1,-0.255605302153993,1,0.28881,0.966151,-0.200211599932445,1,0.34822,0.750007
P2RY8,-0.740262813248734,0.990863,-0.046045,0.999976,0.287291386450574,1,-0.069098,0.91034,-0.515387011985002,1,0.1357,1
P3H1,1.45717457304082,0.906104,-0.058944,0.999976,0.671212799645465,1,-1.035,0.860308,1.00956790180648,0.995241,-0.40201,1
P3H2,1.30364361126667,0.971877,0.20912,0.881453,0.190568235918936,1,0.31847,0.993466,0.597927856364727,1,0.29482,0.966553
P3H3,-0.18259330580987,1,0.23763,0.929175,0.357792769088654,1,-0.40586,0.901117,-0.928007592875824,0.986752,-0.43835,0.630253
P3H4,-0.848109431264911,0.988703,-0.054174,0.999976,0.440703969795671,1,-0.25056,1,-0.889915577113076,0.987376,-0.22761,1
P4HA1,-1.83478536008967,0.880624,-0.0082647,0.999976,-0.681978426129814,1,0.37087,0.92867,0.60825355585492,1,0.35217,0.908181
P4HA2,-1.33367861962998,0.945921,0.016858,0.945523,0.649868326127462,1,-0.6838,0.608294,1.55427128569289,0.894093,-0.14893,1
P4HA3,-1.11865529331091,0.959576,0.074144,1,0.92401531525588,1,-0.58748,1,-1.24092168516175,0.953202,-0.023291,1
P4HB,-0.6382344008867,0.998435,-0.17132,0.999976,-0.543345545351551,1,0.28385,0.980614,0.493183902291084,1,0.803,0.709991
P4HTM,0.475201579113779,1,0.091046,1,-0.86239272949537,1,0.050521,0.996968,0.525638023967369,1,-0.16431,1
PA2G4,0.31151788612522,1,-0.19134,0.670766,-0.331343898273554,1,0.082242,0.939629,0.785553554281605,1,-0.24436,0.709891
PAAF1,0.959318560626642,1,0.12968,1,0.0879799878917465,1,-0.4263,1,0.506179607215366,1,0.052932,1
PABPC1,2.52523029038413,0.389733,-0.11915,0.787374,2.39346816287199,0.542894,-0.35809,1,0.339684850442548,1,0.20513,1
PABPC1L,-0.56722305923514,1,0.28233,0.887322,-0.13591630406572,1,0.22751,1,-1.89911274514641,0.786906,0.56047,0.839691
PABPC1L2A,-1.1921133493127,0.958214,-0.072793,0.999976,1.05670338543335,0.998139,-0.84948,0.581658,0.559500228746589,1,-0.33599,1
PABPC1L2B,-1.01004765273281,0.967402,0.20976,0.87082,-0.206083953415745,1,0.33745,0.96902,0.0892208985873495,1,0.336,0.953163
PABPC3,-0.737525178979059,0.990863,0.17319,0.967833,-2.79185436546465,0.597607,0.83652,0.689073,-0.160597379345863,1,0.43728,0.722958
PABPC4,-1.36705705556237,0.944459,0.22358,0.874089,0.832328283769979,1,-0.20719,1,-0.699208932012201,1,0.2691,0.969211
PABPC4L,-1.46475652949742,0.944459,0.30402,0.836256,0.98296666070122,1,0.0079409,0.963189,0.561758359855708,1,0.22527,0.934135
PABPC5,-1.109741103347,0.959576,-0.11289,0.999976,-0.795690055059463,1,0.56864,0.774026,-0.67491556124591,1,0.4198,0.778588
PABPN1,-0.31603488641244,1,0.26349,1,0.615539056175508,1,-2.6157,0.390475,-2.10421293222686,0.73302,-0.63346,0.492353
PABPN1L,-0.67300909447964,0.993534,-0.3256,0.999976,-1.31536106701677,0.953337,-0.014495,1,0.155119161531607,1,-0.31213,0.854672
PACRG,1.01156144945169,1,-0.019462,0.999976,1.32088112569723,0.939624,0.028863,0.887645,1.46098666506049,0.908069,0.22149,0.667997
PACRGL,-0.254683133289829,1,0.42927,0.770883,0.740740690147637,1,-0.57934,1,-1.19326394237623,0.955547,0.80498,0.633821
PACS1,0.836719329738094,1,-0.1175,0.999976,0.787093607249698,1,-0.081658,1,0.504941566983313,1,-0.087196,1
PACS2,0.748751237694155,1,0.013057,1,1.14053745445638,0.980586,-0.57345,0.810871,0.766166585115566,1,0.083973,1
PACSIN1,0.219099698684806,1,-0.071123,0.999976,0.197540995741498,1,0.3603,0.826243,0.538381436045984,1,0.34639,0.792369
PACSIN2,0.285712162594864,1,0.29312,0.869153,1.30619393580653,0.943071,0.41896,0.899081,0.903402791642106,1,0.57417,0.785451
PACSIN3,-0.765609277607808,0.990863,-0.035244,0.999976,0.140513445695139,1,-0.26362,1,-0.636557258720858,1,0.25611,0.909053
PADI1,-1.63348365615246,0.923356,-0.10093,0.999976,1.31698900429255,0.940255,-0.5257,1,-1.08582615021935,0.971275,0.21877,0.966553
PADI2,-0.177916956490655,1,0.061066,1,0.457261689553465,1,-0.1087,1,-0.144953555750306,1,0.10046,1
PADI3,-0.17986424812957,1,0.0092988,1,1.83920144646165,0.745351,-0.13078,1,1.0711843960868,0.979498,-0.28237,1
PADI4,-0.536241349670184,1,-0.056166,0.999976,-0.238342740684629,1,-0.039134,1,1.59639910248172,0.881825,0.14953,0.982144
PADI6,0.132992388775175,1,0.14305,0.990289,-0.546742832497877,1,-0.55085,0.913617,-0.803740889494624,1,0.32521,0.966553
PAEP,0.973425881849666,1,-0.059102,0.999976,1.21818720177454,0.964637,-1.6448,0.375763,-1.158509134667,0.960115,-0.42679,1
PAF1,0.874876727448002,1,-0.46525,0.537711,1.06106519165772,0.998139,-0.64585,0.94573,1.13295109789938,0.967592,-1.2526,0.151411
PAFAH1B1,1.37973898617575,0.935607,-1.3839,0.026219,0.849827103606869,1,-1.7617,0.757252,1.50138623530024,0.900969,-2.8831,0.057796
PAFAH1B2,-0.236781716465855,1,0.034616,1,0.191046700844089,1,0.35109,0.967625,0.476617765088216,1,0.19973,0.979921
PAFAH1B3,-0.901114105747678,0.983944,0.063021,1,-0.323699719229211,1,0.27588,0.996968,-0.144075207741167,1,-0.16442,1
PAFAH2,-1.71883022659026,0.917573,0.15862,0.67946,1.05546797900802,0.998139,-0.07683,1,0.635355214670088,1,0.36108,0.805367
PAG1,0.184143436480819,1,-0.043981,0.999976,0.463706760016567,1,-0.79661,1,-0.309564680755599,1,-0.66438,1
PAGE1,-1.00924392563041,0.967402,0.21824,0.840473,1.08702907269975,0.994386,-1.0877,0.841291,-1.735276599098,0.852768,0.25993,0.854778
PAGE2,-1.41814132669629,0.944459,0.3072,0.848187,-0.780546462923189,1,0.16021,1,-1.9709410499155,0.773859,0.43099,0.785451
PAGE2B,-0.210412237657704,1,-0.053501,0.999976,-0.177113052165849,1,-0.075875,1,0.753181478789948,1,-0.1689,1
PAGE3,-0.50619353784942,1,0.12524,0.917441,0.403941983861972,1,0.37513,0.903583,-0.136861605473491,1,0.51128,0.667997
PAGE4,-0.898562264861151,0.985123,0.1532,0.898314,-0.705357446397128,1,0.54144,0.874873,0.99349117222471,0.996063,0.21621,0.936055
PAGE5,-0.88796504882657,0.987195,0.36294,0.754107,1.17966058687316,0.971461,-0.056159,1,-1.88349187626265,0.791732,0.10811,0.673719
PAGR1,1.76492628530049,0.7487,-0.3389,0.375918,1.00659022479435,1,-0.69373,0.722999,0.885756086311093,1,-0.58753,0.275075
PAH,-0.96018944585165,0.976843,0.03499,1,1.19466908685723,0.966847,-0.56193,0.966909,-1.41727773717508,0.931382,-0.047361,1
PAICS,3.56547899873423,0.110693,-0.94778,0.048735,2.84439071632108,0.371361,-3.0849,0.258555,-0.465402829454084,1,-2.7446,0.01578
PAIP1,0.60621428073894,1,0.44795,0.730943,2.64351521939478,0.436181,-1.4722,0.553402,-0.222355722303515,1,0.12401,1
PAIP2,-0.967059062219146,0.975371,0.42411,0.762421,1.1589097003015,0.975182,-0.0061829,1,-0.272141677376548,1,0.70858,0.729161
PAIP2B,0.262481361110788,1,0.15909,0.940169,-0.155249534619664,1,0.39969,0.933117,-0.658288564962661,1,0.23957,0.982144
PAK1,-0.605565831401126,1,0.15547,1,0.894932851189877,1,-0.77218,0.960171,-1.06494136731335,0.971275,0.46114,0.958142
PAK1IP1,3.50670928569398,0.116128,-1.1435,0.206181,2.64429950721812,0.436181,-2.5239,0.293739,1.50080796528994,0.903245,-2.3072,0.13692
PAK2,0.382737482908626,1,0.069488,1,1.49225204096019,0.88916,-0.11431,1,-1.68685016853151,0.878414,-0.42461,1
PAK3,-1.05394093961488,0.963959,0.10635,1,2.07328208187619,0.666064,0.30044,0.96614,0.468636058479798,1,0.50396,0.569752
PAK4,0.438397796212526,1,-0.090331,0.999976,-0.147684727920629,1,-0.13157,1,-0.551711174332878,1,0.051239,1
PAK6,-0.494700758605061,1,-0.15343,0.999976,-0.53784167897352,1,0.10069,1,-0.320136210595949,1,-0.13098,1
PAK5,-1.78054646292319,0.890178,0.23018,0.828513,0.350246628594044,1,0.15425,0.996968,-0.435002720242036,1,0.23987,0.938407
PALB2,-1.15239649717463,0.959576,-0.092724,0.999976,-0.336242554060819,1,-0.44807,0.675975,-0.763739928999171,1,-0.60622,0.499369
PALD1,-0.871826985250272,0.988703,-0.17514,0.999976,-1.52003620102175,0.951437,0.22961,1,-1.48714224071528,0.918295,-0.22728,1
PALLD,-0.58256152370612,1,0.51059,0.654929,0.869923667482836,1,0.12743,0.899629,0.586649934451761,1,0.10963,1
PALM,-1.77785603049934,0.891167,-0.094592,0.999976,-1.15334130734317,0.967384,0.11188,1,-0.894319537054191,0.987376,-0.083001,1
PALM2AKAP2,-0.313327987806786,1,0.083883,1,-0.692225931482913,1,0.24178,0.981518,-0.11690664142431,1,0.11113,1
PALM2AKAP2,0.933524986245869,1,-0.0312,0.999976,2.04924095402422,0.675228,-0.55174,0.94163,0.255323754875967,1,-0.1726,1
PALM3,2.0161212370463,0.616577,-0.09146,0.999976,-0.812592097577447,1,-0.48419,1,-1.23477863369502,0.953202,0.28221,0.774374
PALMD,-0.702764898157694,0.990863,0.31509,0.730943,-0.911651247711471,1,0.093386,1,-0.51091379589765,1,0.3593,0.781562
PAM,-1.26599270072221,0.949777,-0.032294,0.999976,-0.284096889734551,1,0.23087,0.854853,1.19974357305995,0.960285,0.10179,0.977452
PAM16,-0.236452217584585,1,-0.098999,0.999976,0.716156242204156,1,-0.63768,0.844106,0.699035153394606,1,-0.47661,1
PAMR1,-0.637216036530086,0.998435,-0.0065232,0.999976,-1.08153977764609,0.980815,0.53964,0.894177,-0.591200562477473,1,0.29002,0.981354
PAN2,0.460096267318149,1,0.17993,0.96675,2.13298648983827,0.637097,0.039333,1,2.02034238256312,0.721994,0.90226,0.601906
PAN3,0.81042547446275,1,-0.080797,0.999976,-1.42678017288558,0.953175,0.78407,0.557928,1.08361449112443,0.977802,0.82746,0.222289
PANK1,0.361211332842602,1,0.53428,0.639867,0.931665686882746,1,-0.79668,1,-0.798985441786628,1,0.55253,0.834853
PANK2,0.100715859617947,1,0.031487,1,0.257895732963877,1,-0.054827,1,-1.10627706549342,0.966368,0.2025,0.96599
PANK3,1.30624667771834,0.969383,0.53919,0.767268,1.22972989097407,0.964637,-0.53168,1,-1.21902777895459,0.955547,0.87683,0.54399
PANK4,-0.954559660185226,0.976843,0.4127,0.727125,1.03545753392086,0.998139,-0.98992,0.801261,-1.22778834805198,0.953825,-0.22753,1
PANO1,-0.301342800314144,1,0.43323,0.651427,1.41110112065746,0.912137,-0.38576,0.271304,-1.35052883705766,0.943292,0.32486,0.792369
PANX1,-0.595285987331101,1,-0.052137,0.999976,-2.77450979992872,0.597741,0.94606,0.580083,-0.108261887772305,1,0.4068,0.822915
PANX2,-0.641893754793584,0.998435,0.0045259,1,-1.74179387393117,0.920116,0.58242,0.627334,-1.15213133188455,0.960115,0.27267,0.667936
PANX3,1.08135641939794,1,0.12344,0.978811,0.719034851902907,1,0.32922,0.98324,0.753944803093556,1,0.31025,0.878605
PAOX,-1.03144234054241,0.965028,0.28673,0.86458,1.70254590038093,0.806525,-1.3953,0.103542,-1.78903974458319,0.827302,-0.17737,1
TENT2,0.552904015158623,1,0.0053698,1,0.614644009319192,1,0.13872,1,-0.665807708475126,1,0.17474,1
TENT4B,2.58140044087219,0.363147,-0.21972,0.56971,3.26060172464808,0.264173,-0.71069,0.782809,5.41323271418936,0.007884,-0.89289,0.070444
