Supplementary Table 6. Normalized screen data and DeSEQ2 output. ,,,,,,,,,,,,,,
Gene,baseMean1,Log2_FC1,pval1,baseMean2,Log2_FC2,pval2,baseMean3,Log2_FC3,pval3,chi,combined_p,combined_q,Meidan_Log2_FC,Combined_mean_Log2_FC
HERPUD2,16.53122784,-2.561465324,0.006768487,28.16277594,0.201035784,0.838797287,89.44005771,-0.601197398,0.458145835,17.2,0.008575648,1,-0.601197398318872,-0.600822810836538
PEX7,9.391082566,-0.601404668,0.57385305,158.5671784,1.063837125,0.184044923,23.37389618,-1.024825243,0.274918823,10.2,0.116478343,1,-0.601404668115753,0.111505859482301
PPP2R1A,80.1814078,-0.601569144,0.55330821,47.44962539,-0.617403264,0.486661618,11.79860471,0.514900363,1,3.79,0.70507003,1,-0.601569143957542,-0.130904894381987
GPR183,14.28115024,-0.601597554,0.525970987,12.66917679,-3.084615167,0.002221768,66.09275735,0.431768352,0.626394757,20.8,0.001992719,1,-0.601597554238715,-0.496963941367255
MS4A2,133.1030125,-0.602796048,0.390085116,51.50609162,-0.646019801,0.435964496,98.7042547,0.119659726,0.896587871,5.43,0.489957203,1,-0.602796048132638,-0.331580668205913
SETD5,136.4971655,-0.814116742,0.272228811,93.26080772,-0.602964611,0.542842087,114.5581,1.375031809,0.094314497,12.3,0.055601202,1,-0.602964610929834,0.348947166141558
PLEKHG2,16.46121282,-1.629362212,0.083605775,121.4052963,1.747116467,0.019280143,15.4011341,-0.603166532,0.534504132,20.4,0.002349908,1,-0.603166532156209,0.532203258763998
RGS9BP,242.534042,2.080875278,1,43.15953981,-0.603172975,0.5360961,16.35715228,-1.103661143,0.280801655,5.46,0.486304372,1,-0.603172975279663,0.835729206245296
FUCA1,105.9465842,-0.603262997,0.509277933,188.1471107,1.891250066,0.047097328,13.55624476,-2.902813305,0.005352183,25.9,0.000232397,1,-0.603262997003966,0.585455900725621
BUD13,41.49406293,-1.559915755,0.086442302,50.46484808,0.912418394,0.280445791,16.25544196,-0.603392948,0.538019533,12.5,0.051699975,1,-0.603392947543831,-0.0591075857317669
NOMO2,14.35692983,-0.60366774,0.509021129,12.54749346,-1.10286986,0.242317208,51.64926282,0.470836891,0.648573686,7.29,0.294858801,1,-0.60366774015623,-0.25751575993045
NTN4,24.93226843,0.444831894,0.661443199,42.63828608,-0.603845976,0.482832649,44.3739831,-1.836526058,0.038337663,12.7,0.048055197,1,-0.60384597573343,-0.383863038381613
LRRN4,138.8510139,0.931528809,0.253558086,35.34380273,-0.604215435,0.490869346,33.78438601,-1.894753909,0.039802979,15.3,0.018047428,1,-0.604215434919322,-0.0821000609184157
CLIC6,204.8498792,1.846469824,0.067353585,8.850513645,-1.623427888,0.095431303,69.7003309,-0.604478473,0.516600397,16.5,0.011307597,1,-0.604478473252413,0.609901150183817
ACADL,56.1524,-0.604496327,0.470008209,275.6470639,3.636851581,1,30.12492353,-0.720275046,0.466661947,4.38,0.625396387,1,-0.604496327332922,2.19157733150926
FGFR2,20.2176693,-2.089499395,0.020641202,193.4626761,1.94181968,0.028085115,55.66753046,-0.604671507,0.509255141,23.5,0.000645199,1,-0.604671507026003,0.658244251625981
RBBP8NL,25.34986253,0.636992485,0.53562605,60.87758609,-1.392080888,0.122141149,44.53003753,-0.605699078,0.539759381,9.65,0.140186272,1,-0.605699077939823,-0.210200268004194
CATSPER2,20.49018983,-0.605985526,0.503993657,134.4680559,1.018790002,0.262802671,63.92726691,-3.086319705,0.000369796,28.6,7.24e-05,1,-0.605985525768722,-0.0990300133824543
C2orf73,152.5217271,-0.769134652,0.285773811,63.58374226,0.505353924,0.608345995,29.79524934,-0.607449126,0.449444299,7.36,0.288833329,1,-0.607449126420312,-0.172128382639336
SLCO1B7,23.41698631,-0.60864061,0.484139206,41.72737859,0.889406151,0.289430692,33.3704404,-0.720869049,0.468635428,7.86,0.248540585,1,-0.608640610167576,0.0542509856503491
ADAMTS5,38.48343329,0.991289251,1,55.85599889,-0.608995741,1,35.74183643,-0.884802615,0.326863944,3.23,0.779474913,1,-0.608995740620983,0.0864102631194881
NKX2-1,36.00494417,-0.609200421,0.557975003,20.63769869,-1.450828354,0.144420216,62.22052997,0.013967284,0.986886224,7.3,0.293992155,1,-0.609200421355412,-0.562701474421679
C6orf118,92.56858277,-1.299496244,0.140028906,81.50277438,0.165488006,0.819106274,125.2346524,-0.609268517,0.454746409,8.52,0.202426258,1,-0.609268517310175,-0.458424098347027
GFRA4,90.73290627,-1.473446536,0.074077616,63.54939122,-0.610363324,0.51083608,82.85443202,1.288207355,0.154011013,14.8,0.021870624,1,-0.610363324345128,0.204723644331827
SMAP2,43.18348335,-0.945568974,0.309962201,20.82859891,-0.61135944,0.545377625,132.179058,1.198173705,0.197024012,9.82,0.132439749,1,-0.611359440053919,0.209263963361723
SMARCB1,23.13711389,-1.295180481,0.157058863,35.25243898,-0.612680094,0.554115181,73.95428213,0.265527648,0.76052151,7.83,0.250824434,1,-0.612680094249312,-0.40638076037261
ETFDH,234.3463248,1.477194219,0.063758412,65.30724156,-1.143943001,0.200902816,15.05115561,-0.613354321,0.552848262,14.3,0.026458749,1,-0.613354320613286,0.374905479965136
CERS4,69.12050797,0.042129255,0.967508115,18.32096148,-0.61388644,0.53172714,20.38831152,-3.51201246,0.000183068,26.7,0.000164796,1,-0.613886439822426,-0.760624907961988
HMG20B,81.26076493,-0.614813298,0.521019963,36.19777114,-2.31036561,0.011055653,26.30872768,0.922987071,0.376894331,17.7,0.007027318,1,-0.61481329834047,-0.125184322470785
CDHR2,104.6538766,-0.615372276,0.535898863,108.2068369,1.760256444,0.05250887,79.05865591,-1.125313025,0.193761922,15,0.020256715,1,-0.615372276387735,0.58456084100373
DLX6,47.48777181,-1.246843886,0.153912666,189.4779565,1.071136653,0.285639724,21.16266797,-0.615683671,0.503503289,11,0.088376432,1,-0.615683670789593,0.0818293774772847
OR4A47,48.92190806,-0.615992201,0.511197547,76.42173921,-1.375050678,0.084737994,47.16549616,0.724832725,0.45186247,11.3,0.079535451,1,-0.61599220140283,-0.15696531720707
LRRC26,42.7272214,0.572993922,0.539330803,38.24529536,-0.616083837,0.530127735,34.95706497,-1.143234732,0.219796248,7.98,0.239572223,1,-0.616083837255766,-0.210456929853439
PSMG2,29.69992083,-0.617695297,0.465951176,159.0714143,0.101764984,0.900176287,49.06474978,-0.646358889,0.48117041,4.62,0.593388725,1,-0.617695297358733,-0.34392325074131
KRT77,304.3724462,2.755445038,1,70.72205406,-0.617843856,0.532761347,11.95165746,-0.860820004,0.385986708,4.56,0.601349308,1,-0.617843856074012,1.40687996368896
ALDH1A1,148.7217514,-0.089491826,0.916225411,65.99722768,-1.611899031,0.086045104,34.6123911,-0.617861613,0.490118979,9.39,0.152803424,1,-0.617861613446463,-0.644865499776246
BBS5,28.14122736,-0.618194006,0.504672607,128.0997654,1.488872005,0.109257936,11.66793307,-3.406377267,0.001048894,28.2,8.62e-05,1,-0.618194006284129,0.243870057170502
ATP2B2,205.2019413,4.272596123,1,105.1058034,-0.618258165,1,18.71617877,-1.140787975,0.212202848,4.47,0.613344421,1,-0.618258165054723,2.76784141328022
GAB1,21.52829179,-0.618342445,0.537835398,54.81196273,0.934071962,1,52.50299858,-1.834536174,0.05497569,10.2,0.116478343,1,-0.618342445460305,-0.0778215629221442
WISP3,47.67912065,-1.04152126,0.243376944,267.0913554,2.498342237,0.00672156,36.60829469,-0.618639334,0.485565349,20.6,0.002164122,1,-0.618639334396236,1.17790879370369
SELRC1,47.45887074,-0.618809078,0.46997879,182.1506996,-0.194956585,0.809662875,9.032706855,-1.722690275,0.076586455,10.2,0.116478343,1,-0.618809077882433,-0.714861657674338
AKAP13,11.46331283,-0.670749774,0.516903261,131.6726891,-0.121609289,1,36.08067399,-0.61918321,0.528901772,3.74,0.711812426,1,-0.619183210296872,-0.448520846737909
SCIMP,102.8214337,1.054200824,0.154167976,69.70357869,-0.619747647,0.500302573,26.04522928,-1.38526732,0.195748038,12.1,0.059774749,1,-0.619747647139858,0.0520313521242644
ALOX5,107.6154366,0.595501779,0.535183789,58.4819509,-0.619764327,0.469607635,28.79144003,-0.798441692,0.429002912,6.43,0.376782015,1,-0.619764327043999,-0.132501408310149
SLC35A3,63.78052032,-0.239394302,0.787454619,76.08509368,-0.622042648,0.466461011,88.66932443,-0.871974835,0.230262541,7.13,0.308992116,1,-0.622042648236661,-0.554097044039925
ZNF155,30.26866927,-0.622106098,0.50563714,190.7946143,0.437286434,0.560556015,23.09775507,-1.065764253,0.265277368,7.47,0.279557519,1,-0.62210609836673,-0.273752162106787
SPDYE2L,10.17451928,-1.111372813,0.23817689,29.33971573,0.417310404,0.641626451,103.5651521,-0.622109345,0.388024129,8.15,0.227318662,1,-0.622109345090715,-0.293353478115511
GNB1L,16.806327,-0.734634384,0.441766476,212.4346462,0.487265243,0.604003944,46.73447922,-0.622306386,0.504266497,5.79,0.447120959,1,-0.622306386382675,-0.177671207396325
DNASE1L3,107.6177622,-0.632823702,0.458350544,173.8605437,0.685487433,0.45561485,14.0930013,-0.622845335,0.57151845,6.13,0.408786211,1,-0.622845334909515,-0.0476430221957306
OR8D2,15.10774744,-2.667316663,0.006283847,37.54963222,0.974986581,0.357148228,60.88081431,-0.624569854,0.399272803,20.2,0.002551246,1,-0.624569854493119,-0.114214685378423
SEMA6B,18.61708393,-0.625352736,0.534891123,37.47312574,0.848856187,1,21.33007717,-3.458082051,0.000178457,26.7,0.000164796,1,-0.625352735566823,-0.239947803391037
ABTB1,43.81722522,-1.312404029,0.158040698,186.8888745,1.906835452,1,89.30809424,-0.627463239,0.513696988,7.25,0.298344973,1,-0.627463238934712,0.678017698828076
GNA13,105.651349,-0.627500951,0.540945304,46.31866398,-0.304151952,0.742025526,19.72844369,-1.666007029,0.073673843,10.2,0.116478343,1,-0.627500951058212,-0.759307780052084
DCUN1D4,76.13863686,0.357251732,0.664977501,15.4904945,-0.627885546,0.530282899,34.25830706,-1.509101135,0.105446628,9.5,0.147349184,1,-0.627885545825484,-0.396284606241752
HTR2C,67.38562018,-0.853325051,0.32581322,130.8462116,-0.628779837,0.404743515,124.2131741,1.170033218,0.159663084,11.1,0.085334546,1,-0.628779836996534,0.201800911015409
PAF1,34.86091359,-1.268260442,0.125582949,26.62365552,-0.629273143,1,151.6664824,1.489842641,1,5.99,0.424311223,1,-0.629273142886495,0.367462584852079
C5orf22,33.35142602,-0.99090861,0.321223761,37.74390297,-0.629414569,0.517917583,138.1708951,2.18566922,0.010945004,18.2,0.005751347,1,-0.629414568638357,0.925740514784828
TMEM62,26.83640494,0.312150188,1,44.96678175,-0.629545372,0.541413448,6.755143564,-2.262322687,0.043057619,10.8,0.094757868,1,-0.629545371730551,-0.517067107513523
PSG9,7.782306954,-2.256995897,0.035250685,73.25901183,-0.629867181,0.497104131,806.5836097,1.991928615,0.00720721,25.9,0.000232397,1,-0.629867181163537,0.687994378996474
CCNK,186.8929908,2.009284936,0.019053082,22.99520001,-0.748036851,0.433172474,30.68351913,-0.631232902,0.45776058,16.1,0.013227174,1,-0.631232902125658,0.811981701437854
CFD,96.49163241,-0.631303134,0.468215182,54.82129969,-0.923745466,0.339661128,46.53179773,0.622092499,0.559368089,6.98,0.322700753,1,-0.631303133908167,-0.145691708399654
GYPB,73.17186827,-0.631774564,0.375386782,228.6384158,-0.074626381,0.916907131,20.78706531,-1.596146892,0.065017125,11,0.088376432,1,-0.631774563768383,-0.639557603491565
C18orf32,32.84452975,-0.673048433,0.475216425,30.18222798,-0.631817509,0.48744402,256.1708212,1.12774095,0.144760842,9.8,0.13333107,1,-0.631817508600027,0.204852703229615
ZNF384,70.23293392,-0.887984888,0.33686346,92.25136986,-0.631865338,0.487917001,84.84413175,1.849205221,0.068585184,12.9,0.044651727,1,-0.631865337624433,0.674679463701544
ZNF184,134.2009741,-1.295056355,0.070792582,150.5160684,-0.631988148,0.423108419,64.50440416,1.298312996,0.189630985,14.9,0.021048913,1,-0.631988147711861,0.227419912155741
NR2F1,29.90727499,-0.055819443,0.955155103,73.32433283,-0.632725664,0.546399699,74.42421575,-0.837991358,0.357842744,4.84,0.564492212,1,-0.63272566391861,-0.46964520469555
SLC17A5,8.374582225,-2.630946772,0.009110329,34.9377816,0.669973299,0.50123664,91.2427022,-0.63284248,0.373190399,18.4,0.005306589,1,-0.632842480128634,-0.323500177871061
STAR,41.28476951,-0.764431399,0.429101571,36.53327392,-0.633061838,0.47817254,76.54560175,1.031363572,1,4.57,0.600020433,1,-0.633061837988831,0.127609958703501
RXRA,42.52347281,-0.633270878,0.401896912,59.33089102,-1.472883546,0.097865273,85.05323518,0.524248856,0.527272325,11.2,0.082388404,1,-0.633270877589615,-0.296214643897137
HIST2H3D,45.97353561,-1.124133938,0.199517014,19.74783711,0.654887073,0.513610346,27.60290912,-0.634186091,0.464735407,8.78,0.186333977,1,-0.634186091070434,-0.164035916746765
SEMA4G,91.53278356,-0.701264803,0.413200627,42.78154609,-0.634809743,0.462982004,111.6466892,0.004227557,0.996445349,4.78,0.572323587,1,-0.634809742758091,-0.407367951865547
ANKRD33B,53.16883857,-0.634830027,0.52096837,29.44847156,-1.42221964,0.123758801,116.035512,1.67627477,0.032147194,17.8,0.006751934,1,-0.634830027114329,0.489943895150045
PRIM1,52.86838035,1.569837794,1,18.38451278,-0.635055972,0.528875103,50.35158646,-0.905282344,0.318711722,5.14,0.525986709,1,-0.635055972424419,0.466951554174355
MYOF,48.87587516,0.343426303,1,10.44201019,-2.939778906,0.003455252,20.16187586,-0.635221186,0.474554153,18.5,0.005096921,1,-0.635221185910975,-0.554318109907668
CREB3L3,148.9797357,0.242120396,0.747056436,97.55382701,-0.635618576,0.457149392,48.25275416,-1.794529504,0.043104545,12.2,0.057652915,1,-0.635618575749914,-0.504536741770209
PTPN11,55.80739426,-0.011350257,0.989505758,18.30923183,-0.635781668,0.480423958,11.18492727,-1.043850243,0.315060714,5.48,0.483877266,1,-0.635781668239277,-0.500362915763741
C12orf60,38.49273157,-0.636221545,0.504240918,115.8794487,-0.682339877,1,85.39807458,1.295822417,0.109372756,8.36,0.212897091,1,-0.636221544860782,0.311006525915028
CDK16,46.021291,1.178614758,0.224057837,64.14059701,-1.380982265,0.116520219,76.50350715,-0.636313204,0.429274222,13,0.043035947,1,-0.636313204209506,0.133522100078797
SELM,57.2152111,-1.004188234,0.29185417,40.40386639,0.575727402,0.522655469,29.93034915,-0.636492847,0.425155345,7.89,0.246273497,1,-0.636492847485697,-0.188663709533665
LGI3,81.47030483,0.356786948,0.703181551,59.91009547,-0.636514958,0.471917493,69.43950929,-1.540710953,0.062593007,11.2,0.082388404,1,-0.636514958487711,-0.403827028831748
CCDC70,35.93597821,-0.638552582,0.486236622,41.27683413,-2.151132025,0.020566862,326.4654033,1.196230727,0.13385239,19.1,0.00399804,1,-0.638552581884519,0.0744575751305125
SYNGAP1,64.90507204,-1.425089526,0.089353472,47.99075622,-0.639029824,0.537309989,66.8182192,-0.061030906,0.945526074,8.92,0.178127456,1,-0.639029824227566,-0.60448395532377
CEP97,31.2750976,-0.640342807,0.467726864,243.1652327,2.390324455,0.010891138,49.76230804,-2.08392989,0.013987094,27.6,0.00011174,1,-0.640342806848247,1.02861254150243
STAU1,44.58793886,0.765973498,0.385512354,17.91464015,-0.738390674,0.435489205,60.33925773,-0.640452477,0.522924494,7.02,0.319001572,1,-0.64045247658023,-0.0284416493024283
RPS10,54.306625,-0.814113955,0.356110929,81.75858876,1.688218079,0.065730326,44.76292497,-0.6406118,0.513644357,12.8,0.046324217,1,-0.640611800320611,0.563250180101231
IL26,24.09169686,-1.489102136,0.162451181,143.7982567,-0.640641674,0.524532212,122.9842077,1.070220128,0.213454958,11.6,0.071510843,1,-0.640641674286382,0.0461024257674
GRASP,20.92586679,-0.789411307,0.352227246,63.9348486,-0.186627767,0.841195934,139.4172519,-0.640847032,0.402998971,6.13,0.408786211,1,-0.640847031941248,-0.515553456075832
CAAP1,266.3356795,1.219060726,0.22110629,133.7323385,-0.640871016,0.434018281,18.45411697,-2.805953767,0.001499778,25.5,0.000275811,1,-0.640871016359392,0.0530059500633146
LITAF,40.80232346,-1.031781851,0.265027707,123.2632681,0.174799026,0.842175245,16.21819338,-0.641035614,0.562086951,5.99,0.424311223,1,-0.641035614083057,-0.409172662453915
SIRT2,350.8868358,1.121817938,0.114624552,46.34105761,-0.64121614,1,30.98416549,-1.129379221,0.274912297,9.98,0.125496794,1,-0.641216140212091,0.126309860229979
ANKRD20A4,16.92921504,-0.641525507,0.502430815,11.14192463,-1.483166349,0.103624745,65.17250335,0.033030961,0.966350503,8.63,0.195480607,1,-0.641525507346607,-0.569252946129821
PDS5B,8.358504664,-1.397785141,0.169139561,13.58975864,-0.64241499,0.533255702,42.56980811,0.480608933,0.621986458,8.31,0.216260198,1,-0.642414989745866,-0.312650520996541
CS,9.826146555,-0.744841276,0.521551163,144.342243,0.664130578,0.388179382,295.916073,-0.643110413,0.355170311,7.6,0.268896678,1,-0.643110412745857,-0.0884094040522687
FAM76A,98.67463802,-0.643288111,0.513158125,25.29938857,-1.073844477,0.251203848,127.6229096,-0.122142733,1,5.91,0.433347186,1,-0.643288111467967,-0.560553856544921
PHC2,214.8467823,0.644514726,0.439467799,28.29229494,-1.046619792,0.232104545,87.07025658,-0.643451505,0.506202912,8.55,0.20051175,1,-0.643451504817518,-0.158700960867361
ZNF773,11.80551149,-0.643838646,0.51778132,16.78193843,-0.775361537,0.449147516,94.97921263,1.572417297,0.100924915,10.8,0.094757868,1,-0.643838645760669,0.484834532458998
ZNF233,365.1559651,1.60263457,0.038481396,9.067086489,-1.185028736,0.237734256,17.8286259,-0.644219938,0.548004896,15.3,0.018047428,1,-0.644219938304449,0.45650074573434
CCDC117,13.7705332,-0.698633714,0.488119523,77.93609018,-0.379486539,0.659083007,33.03722994,-0.644246429,0.515497777,5.18,0.520942909,1,-0.644246428503431,-0.567258980022174
ETS2,38.34706556,-1.762527021,0.048787095,34.46505402,-0.644311696,0.416058825,49.42420291,1.060392772,1,11.2,0.082388404,1,-0.644311695656816,0.00959973239899072
LINS,38.94984539,0.967898687,0.338637627,18.60225753,-2.678805684,0.002488852,68.79817044,-0.644411502,0.49172557,22.5,0.000982457,1,-0.644411501736183,-0.124527202154333
RPS6,92.57826927,-0.644431648,0.400049878,103.4383212,-2.011242449,0.008848266,122.6788382,0.489591145,0.534258889,18.1,0.00598709,1,-0.644431647978125,-0.388449191007563
FLOT2,151.5256322,1.016455376,0.237743477,167.5082601,-0.644461492,0.415919352,20.82833373,-0.767859299,0.419774247,9.18,0.163705196,1,-0.6444614915525539,0.115460518649883
FAM98C,10.4307757,-2.099276709,0.021270198,31.09742897,0.871594357,0.393508339,18.62050962,-0.644573161,0.482771283,15.9,0.014300892,1,-0.64457316085977,-0.150539205902342
ARSA,196.2827431,0.353602564,0.714597446,16.89786605,-1.866040007,0.047573383,11.64062224,-0.645041626,0.494698181,11.8,0.066582206,1,-0.645041626229576,-0.453012858076132
KRTAP21-1,124.2688528,-0.645427829,0.479316038,61.9549655,-1.142211645,0.203720168,210.9202767,1.097927095,0.24437173,10.8,0.094757868,1,-0.645427828665517,0.107838225428574
PRPF3,64.55177944,1.533943801,1,77.82707592,-0.900426699,0.310652788,78.07359528,-0.646608776,0.444896019,5.71,0.456447159,1,-0.646608775532352,0.440162662703034
IGFBP7,62.48044123,-0.646734945,0.46979517,75.28813397,-1.001337622,0.259653132,113.2026628,0.599076657,0.443344662,8.42,0.208918838,1,-0.646734945220366,-0.177333667200489
GTPBP1,162.0063275,0.494451595,0.585382259,34.59128771,-1.433986806,0.098141688,55.42612818,-0.647180597,1,8.24,0.221042357,1,-0.647180596553546,-0.311495074919987
GFER,31.44986099,-0.647358807,0.498444781,18.65872543,-0.618098545,0.546110865,16.8031027,-0.904376778,0.374705522,6.59,0.360431599,1,-0.64735880673104,-0.717666487714093
DLG1,66.01445979,-0.647528456,0.524009981,148.9744474,1.625174226,0.088375997,21.869156,-0.924365242,0.303250367,12.3,0.055601202,1,-0.647528456110098,0.50252731412303
TFPT,7.380529877,-3.237069165,0.005236065,52.3048702,-0.648045288,0.501418853,127.0696053,1.177157349,0.22475327,21.5,0.001491126,1,-0.648045287590184,0.00264756315475254
ACAA2,113.3583907,0.542214459,0.49467386,34.09888145,-1.829030163,0.047517751,27.49670032,-0.648183151,0.452505756,13.1,0.04147514,1,-0.64818315051946,-0.336583639186213
ANKRD20A1,17.054554,-0.648258338,0.496817338,11.01432216,-1.216609591,0.211453691,226.9484634,1.921540047,1,6.5,0.369566668,1,-0.648258337560695,0.694988680494717
OR4N5,143.9881386,-0.648355153,0.433443535,106.0436002,-0.852232155,0.389408062,68.15213928,-0.260345808,0.785985445,5.83,0.442500705,1,-0.648355153356317,-0.565743027881337
RAB26,21.31434093,-0.18520223,0.853482921,15.1912393,-1.409979017,0.109430713,59.55192403,-0.648417622,0.497323925,8.86,0.181606013,1,-0.648417621991752,-0.663661290522092
ELTD1,196.1400057,1.2336329,0.093101598,46.3961026,-2.065415938,0.017721367,40.59435787,-0.648674264,0.401294522,21.1,0.001760235,1,-0.648674263944485,0.105842401109312
PBX4,59.18633541,-0.649076748,0.474129268,43.5905051,-0.472759364,0.632333782,20.17422578,-1.222926014,0.165087784,8.67,0.193005181,1,-0.649076748203914,-0.747676168477846
TSHZ2,169.7128772,-1.056067765,0.253769891,290.3588031,2.652710678,1,31.62548254,-0.650067837,0.485686465,6.04,0.418724214,1,-0.650067836662621,1.3038622843287
SLC9B1,34.36098002,-0.689585753,0.494522958,169.6375478,-0.650575447,0.506316356,22.38295849,0.614793158,0.553926646,5.7,0.457620884,1,-0.650575447220931,-0.105526799659557
OR4F15,28.51041058,-1.851873906,0.042915987,33.69771743,-0.650829825,0.491435772,19.06157857,1.061699793,1,11.1,0.085334546,1,-0.650829825010474,0.000642149690624102
SREK1,97.34700721,-0.650998549,0.417047356,16.3512175,-1.600965437,0.099523662,23.18620137,-0.048853742,0.959511483,9.3,0.15739592,1,-0.650998549390014,-0.633971769285099
KLHL15,37.47842738,-0.651115026,0.491724318,156.2887836,0.639550741,0.453602185,11.16660136,-1.481585952,0.111533964,10.7,0.098102735,1,-0.651115026071375,-0.232923314107579
GSDMD,16.04822009,-0.651159907,0.519439823,16.69110903,-2.183416001,0.022258792,33.7476554,1.329293951,0.213112063,17.3,0.008241688,1,-0.651159907389281,0.167665662888488
USP17L13,39.39181574,-1.301434292,0.145881079,62.85154754,-0.651207941,0.470579331,78.99782418,1.258575177,0.073453273,15.3,0.018047428,1,-0.651207941106575,0.195374007809358
PHF1,36.03715979,-0.651215115,0.533422742,108.5720065,0.857258969,0.31575225,26.44454462,-1.42094796,0.176241602,10.1,0.12050348,1,-0.651215114568372,-0.0883448464948572
C12orf39,116.8799068,2.271771397,0.017847651,63.06071153,-0.651264366,0.451892829,64.37424193,-2.046124674,0.028950005,24.1,0.000500593,1,-0.651264365737714,0.928026062121419
C17orf51,37.11050261,-0.651634455,0.50670779,10.18327138,-0.942890657,0.397268734,179.618779,0.632063849,0.466714505,6.82,0.337814885,1,-0.6516344549461,-0.148518791759919
HSFX1,14.96857194,-2.712064598,0.005540565,34.21873666,-0.651738028,0.479618964,35.88417403,-0.253917227,0.799382969,17.8,0.006751934,1,-0.651738027657095,-0.88209150141715
C2orf16,49.98922192,0.922499086,0.239678139,44.86704523,-1.516909341,0.116033281,30.61315233,-0.652643239,0.543885081,12.1,0.059774749,1,-0.652643239362938,-0.0584212793001068
GOLGA7B,16.93065873,-0.652662216,0.527188348,135.0407215,2.115442685,0.007250954,8.049462819,-1.765924363,1,16.1,0.013227174,1,-0.652662215941677,0.811025208462627
ERV3-1,32.34205856,-0.653540029,0.484600804,66.08789556,-0.692124352,0.460081342,115.2689514,1.153914251,1,4.33,0.632112924,1,-0.653540029100577,0.214053610534193
SSC5D,267.4170048,1.682585123,0.088966166,89.82753675,-0.654221734,0.402815,49.90538689,-1.854278359,0.041034238,18.8,0.004515079,1,-0.654221733772031,0.458387415020134
BRD1,48.11989122,-0.654597387,0.474565485,56.01497702,0.658977228,0.475679845,20.30446908,-2.804841871,0.00154332,23,0.000796479,1,-0.654597387459751,-0.347813784261041
L1CAM,78.13749897,-0.672182526,0.482147273,179.9899296,0.420162851,0.629554453,146.2990217,-0.654631437,0.397536627,6.1,0.412081841,1,-0.654631436588821,-0.205966581834697
TNNT3,17.47800213,-0.425080741,0.668337327,10.55883085,-0.654727547,0.525707154,16.06491097,-2.060035243,0.027490555,13.4,0.037105839,1,-0.654727546959373,-0.889144443785081
TBC1D9,32.67162788,-1.794185176,0.08128135,336.1517795,1.293466653,0.174364433,65.49640894,-0.65520236,0.444608619,14.6,0.023606702,1,-0.655202360218995,0.169704496081098
MED13L,20.33148557,-1.026756079,0.285651277,35.73672059,-0.655781897,0.458049714,25.6301944,0.323045281,1,5.87,0.437909366,1,-0.655781896637688,-0.336116666251186
KCTD15,178.4320004,-0.656111363,0.377017487,171.4100678,0.255708015,0.780738251,25.07228472,-2.892946432,0.001505461,22.3,0.001068246,1,-0.656111363481866,-0.611802173906895
PHLDA3,22.91736143,-0.656310008,0.553086343,14.97389413,-1.782195484,0.04894707,83.20081158,1.066274505,0.209290407,14.9,0.021048913,1,-0.656310008471973,0.00923185670575171
SCAP,42.68165283,-0.131561058,1,34.78689539,-0.656465915,0.485909296,49.91713486,-1.021264731,0.176731858,7.08,0.31351221,1,-0.656465914686357,-0.556423082486444
PTPRC,79.38023811,-0.656632318,0.457532378,7.595692318,-1.442231178,0.15623995,89.63751976,0.860501996,1,7.61,0.268090049,1,-0.656632317627747,-0.0902780550439631
FEZ2,135.1104937,-0.657093619,0.417768598,42.34932976,-1.68305024,0.093076534,197.2047151,2.055234834,1,9.37,0.153813781,1,-0.657093618554948,0.766012997757919
MMP14,225.850286,0.733582275,0.407635358,96.6215279,-0.658041548,0.462084168,22.55758641,-2.167519911,0.026541022,15.3,0.018047428,1,-0.658041548457932,-0.252057723207049
RPL10,180.1688671,0.944503681,0.297902997,10.91382962,-1.343931165,0.156223118,24.40456309,-0.658555657,0.514412627,10.8,0.094757868,1,-0.658555657025878,-0.0232772826957006
PTPN12,42.94344991,-0.660075263,0.51955641,21.44374695,-0.674944713,0.48602361,116.3410958,1.53080906,0.113950121,10.2,0.116478343,1,-0.660075263480299,0.467689830377292
CLPB,67.37502971,-0.661760327,0.445830092,41.86670473,-2.100786327,0.024321826,45.58932974,1.287664344,0.18707736,17.9,0.00648702,1,-0.661760326720565,0.140369741290526
LRP2,82.21858957,-0.661902581,0.386757336,14.2191431,-1.966735362,0.038965763,74.35951155,-0.139875293,0.863705491,12.5,0.051699975,1,-0.661902580992085,-0.740598443702657
SRL,23.05180103,-0.055031773,0.960590095,63.23858074,-1.171052125,0.209207271,27.8518327,-0.661907179,0.48622504,6.71,0.348500679,1,-0.661907178722221,-0.557303941989471
JMJD8,24.83695691,-0.977634829,0.303117913,132.0631584,1.464737293,0.075647911,54.66900257,-0.662397383,0.483581726,13,0.043035947,1,-0.662397382708238,0.378426952130421
HSD3B7,177.7236374,-0.663393488,0.371880361,100.8110763,-1.107154613,0.148754204,159.1573278,0.706195341,0.451621774,10.6,0.101553978,1,-0.66339348776433,-0.137597040217031
ZC3HC1,21.50377506,-0.663898596,0.519528268,115.1846755,-0.063687595,1,24.4648391,-1.521747545,0.110187115,8.25,0.220353891,1,-0.663898596177268,-0.63169762523623
TMED6,19.93027518,-0.729622454,0.439660035,35.38325739,-0.664722619,0.46434033,41.13852445,0.637571679,0.53645238,6.38,0.381994677,1,-0.664722618539202,-0.104914524005288
